Packet ID;Time Difference (seconds)
164;0.000840218
165;0.000809018
166;0.000825995
167;0.000848336
168;0.000809272
169;0.000831196
170;0.000856090
171;0.000821193
172;0.000827388
173;0.000813844
174;0.000822124
175;0.000839152
176;0.000852484
177;0.000836909
178;0.000827688
179;0.000839301
180;0.000831955
181;0.000836692
182;0.000837627
183;0.000817730
184;0.000806946
185;0.000816215
186;0.000815171
187;0.000832722
188;0.000829647
189;0.000819175
190;0.000810945
191;0.000831359
192;0.000829586
193;0.000817709
194;0.000856822
195;0.000818330
196;0.000796661
197;0.000807179
198;0.000824521
199;0.000837228
200;0.000810039
201;0.000808005
202;0.000817742
203;0.000812741
204;0.000841488
205;0.000820966
206;0.000838046
207;0.000799034
208;0.000820907
209;0.000883301
210;0.000824392
211;0.000796943
212;0.000821420
213;0.000831574
214;0.000807874
215;0.000832976
216;0.000856983
217;0.000862814
218;0.000832500
219;0.000807342
220;0.000822756
221;0.000832025
222;0.000808429
223;0.000813896
224;0.000815820
225;0.000857746
226;0.000834775
227;0.000809825
228;0.000823833
229;0.000830133
230;0.000833256
231;0.000825181
232;0.000847418
233;0.000828771
234;0.000835018
235;0.000821995
236;0.000817879
237;0.000837200
238;0.000799906
239;0.000834435
240;0.000831308
241;0.000800473
242;0.000810679
243;0.000820989
244;0.000842341
245;0.000846558
246;0.000816660
247;0.000816606
248;0.000820250
249;0.000852123
250;0.000830662
251;0.000813889
252;0.000808888
253;0.000835239
254;0.000833310
255;0.000825287
256;0.000805702
257;0.000822835
258;0.000812156
259;0.000829290
260;0.000835798
261;0.000839962
262;0.000820898
263;0.000834229
264;0.000840320
265;0.000858079
266;0.000799952
267;0.000820002
268;0.000823385
269;0.000816769
270;0.000822860
271;0.000813848
272;0.000831658
273;0.000855926
274;0.000808998
275;0.000832016
276;0.000837587
277;0.000834147
278;0.000841437
279;0.000834039
280;0.000816433
281;0.000843670
282;0.000858616
283;0.000808510
284;0.000848195
285;0.000842932
286;0.000807722
287;0.000834803
288;0.000818603
289;0.000821309
290;0.000831880
291;0.000850420
292;0.000816408
293;0.000810468
294;0.000825622
295;0.000837859
296;0.000824733
297;0.000881292
298;0.000822958
299;0.000826810
300;0.000852015
301;0.000856180
302;0.000845501
303;0.000850707
304;0.000820757
305;0.000831172
306;0.000841378
307;0.000819032
308;0.000821947
309;0.000837049
310;0.000828818
311;0.000814440
312;0.000835740
313;0.000848186
314;0.000832091
315;0.000832297
316;0.000838232
317;0.000814063
318;0.000816770
319;0.000825986
320;0.000847442
321;0.000827909
322;0.000813897
323;0.000820040
324;0.000820768
325;0.000839255
326;0.000845711
327;0.000834407
328;0.000819613
329;0.000834715
330;0.000814505
331;0.000824659
332;0.000838198
333;0.000837675
334;0.000835382
335;0.000819026
336;0.000839649
337;0.000870740
338;0.000818498
339;0.000851101
340;0.000803546
341;0.000820315
342;0.000847500
343;0.000821456
344;0.000802184
345;0.000829161
346;0.000826763
347;0.000820198
348;0.000842540
349;0.000847798
350;0.000833317
351;0.000841544
352;0.000835032
353;0.000841696
354;0.000832996
355;0.000829088
356;0.000825648
357;0.000833562
358;0.000816634
359;0.000823766
360;0.000821212
361;0.000809127
362;0.000802771
363;0.000832821
364;0.000819069
365;0.000824275
366;0.000807086
367;0.000808698
368;0.000812029
369;0.000849735
370;0.000825775
371;0.000813169
372;0.000807229
373;0.000817123
374;0.000849672
375;0.000818057
376;0.000796804
377;0.000808313
378;0.000813884
379;0.000815808
380;0.000821640
381;0.000811117
382;0.000824864
383;0.000808717
384;0.000828402
385;0.000823713
386;0.000808710
387;0.000826052
388;0.000805633
389;0.000809486
390;0.000831931
391;0.000825106
392;0.000800104
393;0.000817082
394;0.000837913
395;0.000821608
396;0.000812804
397;0.000828063
398;0.000829311
399;0.000799830
400;0.000813577
401;0.000820451
402;0.000822427
403;0.000803207
404;0.000860496
405;0.000807942
406;0.000803044
407;0.000817209
408;0.000826113
409;0.000854496
410;0.000809702
411;0.000830065
412;0.000822406
413;0.000836936
414;0.000810215
415;0.000854900
416;0.000878699
417;0.000876614
418;0.000839894
419;0.000829527
420;0.000803640
421;0.000804783
422;0.000843375
423;0.000826082
424;0.000822226
425;0.000808421
426;0.000807950
427;0.000820083
428;0.000828415
429;0.000837111
430;0.000817630
431;0.000818356
432;0.000819865
433;0.000844707
434;0.000821267
435;0.000809650
436;0.000841263
437;0.000873552
438;0.000828029
439;0.000843444
440;0.000847140
441;0.000820783
442;0.000816667
443;0.000804738
444;0.000833016
445;0.000838119
446;0.000813013
447;0.000814730
448;0.000803529
449;0.000800507
450;0.000834670
451;0.000848366
452;0.000822166
453;0.000819560
454;0.000838673
455;0.000827161
456;0.000814085
457;0.000841375
458;0.000828509
459;0.000836475
460;0.000851786
461;0.000834127
462;0.000809490
463;0.000809852
464;0.000836725
465;0.000837556
466;0.000810159
467;0.000803958
468;0.000826821
469;0.000822027
470;0.000836764
471;0.000837491
472;0.000804833
473;0.000824206
474;0.000835454
475;0.000846649
476;0.000810398
477;0.000810656
478;0.000837998
479;0.000832683
480;0.000815077
481;0.000834346
482;0.000826010
483;0.000818248
484;0.000814964
485;0.000816264
486;0.000817564
487;0.000844593
488;0.000823758
489;0.000816100
490;0.000833597
491;0.000837450
492;0.000831614
493;0.000832081
494;0.000842339
495;0.000804056
496;0.000817595
497;0.000839051
498;0.000810507
499;0.000819047
500;0.000823107
501;0.000819252
502;0.000843259
503;0.000831487
504;0.000817214
505;0.000838305
506;0.000800907
507;0.000829499
508;0.000820591
509;0.000839703
510;0.000832930
511;0.000837824
512;0.000840009
513;0.000838809
514;0.000815162
515;0.000830316
516;0.000825157
517;0.000814270
518;0.000828069
519;0.000835151
520;0.000832440
521;0.000818741
522;0.000818165
523;0.000821757
524;0.000802432
525;0.000841857
526;0.000843000
527;0.000837999
528;0.000818361
529;0.000814245
530;0.000828982
531;0.000832886
532;0.000848457
533;0.000850330
534;0.000828401
535;0.000845534
536;0.000819907
537;0.000833655
538;0.000802507
539;0.000818443
540;0.000824690
541;0.000825469
542;0.000819426
543;0.000805049
544;0.000822286
545;0.000818065
546;0.000865250
547;0.000838061
548;0.000835559
549;0.000826703
550;0.000814357
551;0.000800449
552;0.000833051
553;0.000854924
554;0.000812786
555;0.000828722
556;0.000830126
557;0.000839707
558;0.000800695
559;0.000815849
560;0.000828763
561;0.000808397
562;0.000828550
563;0.000813601
564;0.000835734
565;0.000828909
566;0.000818543
567;0.000821613
568;0.000800414
569;0.000822078
570;0.000826139
571;0.000821397
572;0.000828947
573;0.000820351
574;0.000802276
575;0.000802170
576;0.000815344
577;0.000835759
578;0.000812632
579;0.000805443
580;0.000833305
581;0.000824553
582;0.000807155
583;0.000828455
584;0.000799391
585;0.000811263
586;0.000816261
587;0.000820791
588;0.000814434
589;0.000828078
590;0.000819326
591;0.000844011
592;0.000816457
593;0.000817705
594;0.000820880
595;0.000806399
596;0.000830980
597;0.000823531
598;0.000817330
599;0.000823422
600;0.000810138
601;0.000836751
602;0.000822634
603;0.000809716
604;0.000807110
605;0.000841170
606;0.000835856
607;0.000826478
608;0.000825903
609;0.000826005
610;0.000813660
611;0.000841418
612;0.000824801
613;0.000830060
614;0.000814016
615;0.000816982
616;0.000837709
617;0.000853749
618;0.000819945
619;0.000812807
620;0.000831763
621;0.000827021
622;0.000817280
623;0.000835872
624;0.000811026
625;0.000834514
626;0.000816282
627;0.000858363
628;0.000811070
629;0.000803984
630;0.000822732
631;0.000827313
632;0.000839550
633;0.000837517
634;0.000831370
635;0.000836211
636;0.000846261
637;0.000859175
638;0.000814069
639;0.000819536
640;0.000817711
641;0.000829897
642;0.000839530
643;0.000815465
644;0.000841139
645;0.000825304
646;0.000825146
647;0.000826186
648;0.000856965
649;0.000811650
650;0.000836857
651;0.000840709
652;0.000818415
653;0.000838829
654;0.000834660
655;0.000806586
656;0.000812417
657;0.000846269
658;0.000817985
659;0.000816942
660;0.000817513
661;0.000828292
662;0.000817508
663;0.000831360
664;0.000839796
665;0.000839481
666;0.000835938
667;0.000796717
668;0.000849527
669;0.000830983
670;0.000830825
671;0.000805979
672;0.000829414
673;0.000815714
674;0.000820868
675;0.000819096
676;0.000824719
677;0.000823987
678;0.000834558
679;0.000849191
680;0.000808565
681;0.000812729
682;0.000831477
683;0.000823454
684;0.000843972
685;0.000857408
686;0.000836052
687;0.000804487
688;0.000813079
689;0.000836879
690;0.000834168
691;0.000805156
692;0.000845310
693;0.000819527
694;0.000813430
695;0.000838689
696;0.000846812
697;0.000824361
698;0.000822277
699;0.000814410
700;0.000829824
701;0.000807531
702;0.000818674
703;0.000809922
704;0.000835805
705;0.000822782
706;0.000803927
707;0.000824810
708;0.000838870
709;0.000838712
710;0.000826001
711;0.000819593
712;0.000822455
713;0.000806776
714;0.000809900
715;0.000840106
716;0.000805520
717;0.000807237
718;0.000808954
719;0.000820150
720;0.000828532
721;0.000813530
722;0.000839258
723;0.000800923
724;0.000813056
725;0.000835033
726;0.000838364
727;0.000804873
728;0.000800235
729;0.000801274
730;0.000833304
731;0.000824031
732;0.000816268
733;0.000819807
734;0.000824805
735;0.000834648
736;0.000835583
737;0.000839018
738;0.000833963
739;0.000826983
740;0.000842450
741;0.000889895
742;0.000818800
743;0.000815880
744;0.000814628
745;0.000838220
746;0.000868895
747;0.000810612
748;0.000807068
749;0.000828837
750;0.000811179
751;0.000825395
752;0.000808466
753;0.000808047
754;0.000805858
755;0.000835387
756;0.000829552
757;0.000849758
758;0.000837412
759;0.000801056
760;0.000828085
761;0.000830166
762;0.000803966
763;0.000822298
764;0.000808545
765;0.000832501
766;0.000810729
767;0.000817394
768;0.000825047
769;0.000839264
770;0.000826241
771;0.000828218
772;0.000803633
773;0.000828996
774;0.000830035
775;0.000836596
776;0.000828052
777;0.000814196
778;0.000825235
779;0.000800754
780;0.000823461
781;0.000838510
782;0.000813300
783;0.000820121
784;0.000828921
785;0.000834752
786;0.000830062
787;0.000824904
788;0.000826464
789;0.000807035
790;0.000844689
791;0.000825155
792;0.000827341
793;0.000894422
794;0.000835306
795;0.000844731
796;0.000837489
797;0.000822331
798;0.000814099
799;0.000817483
800;0.000831022
801;0.000827479
802;0.000841851
803;0.000835807
804;0.000802316
805;0.000829501
806;0.000834239
807;0.000801736
808;0.000805902
809;0.000849857
810;0.000844491
811;0.000815634
812;0.000840320
813;0.000838651
814;0.000816723
815;0.000830418
816;0.000840207
817;0.000811352
818;0.000812756
819;0.000841451
820;0.000826449
821;0.000831343
822;0.000811184
823;0.000816494
824;0.000802587
825;0.000831126
826;0.000816124
827;0.000828518
828;0.000809089
829;0.000836482
830;0.000800387
831;0.000829864
832;0.000828768
833;0.000825276
834;0.000810430
835;0.000799386
836;0.000836467
837;0.000826518
838;0.000829015
839;0.000840003
840;0.000810209
841;0.000842603
842;0.000820778
843;0.000838796
844;0.000817023
845;0.000823845
846;0.000822019
847;0.000827278
848;0.000839150
849;0.000827326
850;0.000816126
851;0.000819717
852;0.000850861
853;0.000858931
854;0.000814919
855;0.000832469
856;0.000818249
857;0.000836579
858;0.000840848
859;0.000854596
860;0.000811938
861;0.000824124
862;0.000816985
863;0.000810109
864;0.000811930
865;0.000826303
866;0.000823228
867;0.000808799
868;0.000849265
869;0.000871241
870;0.000822281
871;0.000831967
872;0.000811340
873;0.000840504
874;0.000823054
875;0.000814458
876;0.000841331
877;0.000849922
878;0.000820754
879;0.000818460
880;0.000809396
881;0.000815435
882;0.000848297
883;0.000800848
884;0.000820950
885;0.000840323
886;0.000826935
887;0.000840266
888;0.000821046
889;0.000829481
890;0.000828958
891;0.000828748
892;0.000808798
893;0.000814889
894;0.000795877
895;0.000821865
896;0.000822696
897;0.000820610
898;0.000802327
899;0.000806909
900;0.000847062
901;0.000836644
902;0.000857579
903;0.000810806
904;0.000834815
905;0.000832781
906;0.000831842
907;0.000818975
908;0.000800067
909;0.000818085
910;0.000814490
911;0.000836883
912;0.000795944
913;0.000808025
914;0.000808127
915;0.000822292
916;0.000833331
917;0.000809788
918;0.000813588
919;0.000811919
920;0.000829000
921;0.000828321
922;0.000834830
923;0.000820348
924;0.000829356
925;0.000820292
926;0.000826383
927;0.000820756
928;0.000809765
929;0.000815856
930;0.000816115
931;0.000844550
932;0.000808194
933;0.000824494
934;0.000821107
935;0.000801261
936;0.000830060
937;0.000827090
938;0.000810837
939;0.000800523
940;0.000831459
941;0.000841092
942;0.000852444
943;0.000815151
944;0.000834627
945;0.000810198
946;0.000811810
947;0.000826184
948;0.000812744
949;0.000827377
950;0.000798677
951;0.000800759
952;0.000835756
953;0.000822786
954;0.000812107
955;0.000815751
956;0.000826998
957;0.000870798
958;0.000816005
959;0.000819075
960;0.000799333
961;0.000838446
962;0.000839954
963;0.000805786
964;0.000803909
965;0.000845885
966;0.000854894
967;0.000824423
968;0.000842494
969;0.000816242
970;0.000806552
971;0.000826810
972;0.000877537
973;0.001009096
974;0.000982792
975;0.000855134
976;0.000862945
977;0.000832475
978;0.000838670
979;0.000842157
980;0.000818250
981;0.000827987
982;0.000842828
983;0.000819389
984;0.000826991
985;0.000842406
986;0.000818289
987;0.000821047
988;0.000822972
989;0.000828387
990;0.000808905
991;0.000871403
992;0.000858432
993;0.000849628
994;0.000829886
995;0.000854311
996;0.000835195
997;0.000842067
998;0.000826233
999;0.000824667
1000;0.000829510
1001;0.000822945
1002;0.000833047
1003;0.000826118
1004;0.000805855
1005;0.000834030
1006;0.000855434
1007;0.000818088
1008;0.000832305
1009;0.000857355
1010;0.000836363
1011;0.000814955
1012;0.000856463
1013;0.000865315
1014;0.000843803
1015;0.000845051
1016;0.000834736
1017;0.000822911
1018;0.000853169
1019;0.000861136
1020;0.000831082
1021;0.000878475
1022;0.000818057
1023;0.000824148
1024;0.000834667
1025;0.000827686
1026;0.000816747
1027;0.000813307
1028;0.000826585
1029;0.000820281
1030;0.000835956
1031;0.000819704
1032;0.000802306
1033;0.000876992
1034;0.000815167
1035;0.000845634
1036;0.000834590
1037;0.000828077
1038;0.000817450
1039;0.000824895
1040;0.000822862
1041;0.000825829
1042;0.000841191
1043;0.000845616
1044;0.000840927
1045;0.000816290
1046;0.000811756
1047;0.000829827
1048;0.000792116
1049;0.000804458
1050;0.000810237
1051;0.000832527
1052;0.000827785
1053;0.000826637
1054;0.000824500
1055;0.000809862
1056;0.000809132
1057;0.000834597
1058;0.000822460
1059;0.000813499
1060;0.000815372
1061;0.000819433
1062;0.000847243
1063;0.000811200
1064;0.000828333
1065;0.000797966
1066;0.000809266
1067;0.000819837
1068;0.000824002
1069;0.000807490
1070;0.000800039
1071;0.000816912
1072;0.000846858
1073;0.000820919
1074;0.000823625
1075;0.000817113
1076;0.000817058
1077;0.000816431
1078;0.000843252
1079;0.000846322
1080;0.000820851
1081;0.000845537
1082;0.000830066
1083;0.000831417
1084;0.000820842
1085;0.000816883
1086;0.000816932
1087;0.000827086
1088;0.000808647
1089;0.000815155
1090;0.000787913
1091;0.000821349
1092;0.000822129
1093;0.000813584
1094;0.000802749
1095;0.000807539
1096;0.000815192
1097;0.000829722
1098;0.000798835
1099;0.000812582
1100;0.000799143
1101;0.000855547
1102;0.000834555
1103;0.000800595
1104;0.000847155
1105;0.000825539
1106;0.000841526
1107;0.000803504
1108;0.000832303
1109;0.000847613
1110;0.000827351
1111;0.000849589
1112;0.000825472
1113;0.000840314
1114;0.000811614
1115;0.000829528
1116;0.000822703
1117;0.000810670
1118;0.000803116
1119;0.000831864
1120;0.000844466
1121;0.000835974
1122;0.000821233
1123;0.000813418
1124;0.000829614
1125;0.000823466
1126;0.000816172
1127;0.000830076
1128;0.000841376
1129;0.000869447
1130;0.000827674
1131;0.000827463
1132;0.000836732
1133;0.000823084
1134;0.000843134
1135;0.000821778
1136;0.000827714
1137;0.000839118
1138;0.000811042
1139;0.000818853
1140;0.000828174
1141;0.000813484
1142;0.000817389
1143;0.000822855
1144;0.000826239
1145;0.000824674
1146;0.000880453
1147;0.000813264
1148;0.000835813
1149;0.000844197
1150;0.000833309
1151;0.000828464
1152;0.000827992
1153;0.000807522
1154;0.000821582
1155;0.000843975
1156;0.000809599
1157;0.000854127
1158;0.000839073
1159;0.000813603
1160;0.000825163
1161;0.000822713
1162;0.000852086
1163;0.000805678
1164;0.000827134
1165;0.000841924
1166;0.000807286
1167;0.000842648
1168;0.000858063
1169;0.000855144
1170;0.000832174
1171;0.000842224
1172;0.000830972
1173;0.000831698
1174;0.000811175
1175;0.000835757
1176;0.000847161
1177;0.000826742
1178;0.000815959
1179;0.000844863
1180;0.000807309
1181;0.000831733
1182;0.000836107
1183;0.000803865
1184;0.000806051
1185;0.000855788
1186;0.000826983
1187;0.000819742
1188;0.000820104
1189;0.000837603
1190;0.000807965
1191;0.000814578
1192;0.000844107
1193;0.000845459
1194;0.000881602
1195;0.000839882
1196;0.000830348
1197;0.000813054
1198;0.000816646
1199;0.000834768
1200;0.000840965
1201;0.000824453
1202;0.000813513
1203;0.000838301
1204;0.000821269
1205;0.000864756
1206;0.000836785
1207;0.000803867
1208;0.000828656
1209;0.000814800
1210;0.000810735
1211;0.000833546
1212;0.000836512
1213;0.000829740
1214;0.000860362
1215;0.000829578
1216;0.000816243
1217;0.000846815
1218;0.000832176
1219;0.000823684
1220;0.000805506
1221;0.000830556
1222;0.000838054
1223;0.000826489
1224;0.000831591
1225;0.000818569
1226;0.000829035
1227;0.000799970
1228;0.000800021
1229;0.000809810
1230;0.000854704
1231;0.000814441
1232;0.000835688
1233;0.000827458
1234;0.000835268
1235;0.000830631
1236;0.000843441
1237;0.000848960
1238;0.000819375
1239;0.000833383
1240;0.000825620
1241;0.000813691
1242;0.000813481
1243;0.000804781
1244;0.000835560
1245;0.000845714
1246;0.000823837
1247;0.000825710
1248;0.000826958
1249;0.000815445
1250;0.000831173
1251;0.000817473
1252;0.000799502
1253;0.000811062
1254;0.000826008
1255;0.000809026
1256;0.000812254
1257;0.000847044
1258;0.000825895
1259;0.000818914
1260;0.000820422
1261;0.000826930
1262;0.000801877
1263;0.000815677
1264;0.000806040
1265;0.000816402
1266;0.000824681
1267;0.000832491
1268;0.000816552
1269;0.000840612
1270;0.000797850
1271;0.000832066
1272;0.000819356
1273;0.000839458
1274;0.000805185
1275;0.000829975
1276;0.000834400
1277;0.000820127
1278;0.000804656
1279;0.000818248
1280;0.000794808
1281;0.000826004
1282;0.000838918
1283;0.000811782
1284;0.000813498
1285;0.000807923
1286;0.000847139
1287;0.000838074
1288;0.000805625
1289;0.000824113
1290;0.000795933
1291;0.000803640
1292;0.000822908
1293;0.000849989
1294;0.000806341
1295;0.000828058
1296;0.000814098
1297;0.000828887
1298;0.000815240
1299;0.000812842
1300;0.000815652
1301;0.000850389
1302;0.000839762
1303;0.000849135
1304;0.000821685
1305;0.000819131
1306;0.000812827
1307;0.000817408
1308;0.000836573
1309;0.000812716
1310;0.000817662
1311;0.000798442
1312;0.000842138
1313;0.000824375
1314;0.000833331
1315;0.000849266
1316;0.000816973
1317;0.000843897
1318;0.000814364
1319;0.000841133
1320;0.000809360
1321;0.000819774
1322;0.000820450
1323;0.000824042
1324;0.000809404
1325;0.000827735
1326;0.000810858
1327;0.000809710
1328;0.000848041
1329;0.000831216
1330;0.000831944
1331;0.000816733
1332;0.000811627
1333;0.000814541
1334;0.000805580
1335;0.000819902
1336;0.000814952
1337;0.000838647
1338;0.000862395
1339;0.000810361
1340;0.000836714
1341;0.000851555
1342;0.000818376
1343;0.000802073
1344;0.000839205
1345;0.000844724
1346;0.000845660
1347;0.000824824
1348;0.000842947
1349;0.000828258
1350;0.000844869
1351;0.000830806
1352;0.000837106
1353;0.000813249
1354;0.000841111
1355;0.000856109
1356;0.000814754
1357;0.000825012
1358;0.000834958
1359;0.000824174
1360;0.000839172
1361;0.000830108
1362;0.000826511
1363;0.000827342
1364;0.000895829
1365;0.000877338
1366;0.000836294
1367;0.000832699
1368;0.000820092
1369;0.000802279
1370;0.000820870
1371;0.000834878
1372;0.000837844
1373;0.000837999
1374;0.000832632
1375;0.000833932
1376;0.000820649
1377;0.000837105
1378;0.000801894
1379;0.000801111
1380;0.000807776
1381;0.000827826
1382;0.000816939
1383;0.000820842
1384;0.000824643
1385;0.000832140
1386;0.000814899
1387;0.000817293
1388;0.000846873
1389;0.000899163
1390;0.000834213
1391;0.000838586
1392;0.000852333
1393;0.000839415
1394;0.000834829
1395;0.000831077
1396;0.000829930
1397;0.000837375
1398;0.000836904
1399;0.000822579
1400;0.000820702
1401;0.000823148
1402;0.000810333
1403;0.000806894
1404;0.000845433
1405;0.000824547
1406;0.000830378
1407;0.000808084
1408;0.000830946
1409;0.000842767
1410;0.000807765
1411;0.000830263
1412;0.000816720
1413;0.000844894
1414;0.000834163
1415;0.000817859
1416;0.000795617
1417;0.000812229
1418;0.000809259
1419;0.000822069
1420;0.000815921
1421;0.000812117
1422;0.000820293
1423;0.000817842
1424;0.000862528
1425;0.000832265
1426;0.000844502
1427;0.000799657
1428;0.000818457
1429;0.000849912
1430;0.000835848
1431;0.000821315
1432;0.000820063
1433;0.000814644
1434;0.000832923
1435;0.000825577
1436;0.000802399
1437;0.000816771
1438;0.000815259
1439;0.000815777
1440;0.000836348
1441;0.000833638
1442;0.000811240
1443;0.000810977
1444;0.000858423
1445;0.000854671
1446;0.000803889
1447;0.000808730
1448;0.000831749
1449;0.000812945
1450;0.000812422
1451;0.000817940
1452;0.000827417
1453;0.000822155
1454;0.000892152
1455;0.000806005
1456;0.000839700
1457;0.000848552
1458;0.000826779
1459;0.000827767
1460;0.000819536
1461;0.000827399
1462;0.000808438
1463;0.000818280
1464;0.000846455
1465;0.000812702
1466;0.000842336
1467;0.000819678
1468;0.000830041
1469;0.000820038
1470;0.000824098
1471;0.000801336
1472;0.000844459
1473;0.000839352
1474;0.000848413
1475;0.000855494
1476;0.000804816
1477;0.000809553
1478;0.000823926
1479;0.000847465
1480;0.000830953
1481;0.000817356
1482;0.000803813
1483;0.000830998
1484;0.000828965
1485;0.000815421
1486;0.000841461
1487;0.000839584
1488;0.000831300
1489;0.000810934
1490;0.000816817
1491;0.000854367
1492;0.000809417
1493;0.000838894
1494;0.000827694
1495;0.000879098
1496;0.000816544
1497;0.000824666
1498;0.000826436
1499;0.000855496
1500;0.000861848
1501;0.000823773
1502;0.000831063
1503;0.000808249
1504;0.000838246
1505;0.000827150
1506;0.000828763
1507;0.000813656
1508;0.000819852
1509;0.000838861
1510;0.000825108
1511;0.000844637
1512;0.000810053
1513;0.000835727
1514;0.000819944
1515;0.000806608
1516;0.000834627
1517;0.000833323
1518;0.000829206
1519;0.000826652
1520;0.000841858
1521;0.000830815
1522;0.000825448
1523;0.000827946
1524;0.000844715
1525;0.000845702
1526;0.000814554
1527;0.000822521
1528;0.000821268
1529;0.000811475
1530;0.000839962
1531;0.000820117
1532;0.000828083
1533;0.000810529
1534;0.000810267
1535;0.000833181
1536;0.000845263
1537;0.000829323
1538;0.000837966
1539;0.000841870
1540;0.000829420
1541;0.000880876
1542;0.000853218
1543;0.000818529
1544;0.000838683
1545;0.000845608
1546;0.000840866
1547;0.000820500
1548;0.000862320
1549;0.000879349
1550;0.000827108
1551;0.000820751
1552;0.000830177
1553;0.000837518
1554;0.000812256
1555;0.000821108
1556;0.000859856
1557;0.000840895
1558;0.000851726
1559;0.000860006
1560;0.000812868
1561;0.000845679
1562;0.000810885
1563;0.000831717
1564;0.000826766
1565;0.000871399
1566;0.000834887
1567;0.000859624
1568;0.000851601
1569;0.000846443
1570;0.000826545
1571;0.000824512
1572;0.000846489
1573;0.000884299
1574;0.000817319
1575;0.000852941
1576;0.000823928
1577;0.000817416
1578;0.000817883
1579;0.000820120
1580;0.000840743
1581;0.000856314
1582;0.000830739
1583;0.000853028
1584;0.000843235
1585;0.000836723
1586;0.000811408
1587;0.000821718
1588;0.000828383
1589;0.000831089
1590;0.000816192
1591;0.000838012
1592;0.000828010
1593;0.000870663
1594;0.000812016
1595;0.000816441
1596;0.000828731
1597;0.000839562
1598;0.000810550
1599;0.000814714
1600;0.000834139
1601;0.001043146
1602;0.000850645
1603;0.000856111
1604;0.000810797
1605;0.000837306
1606;0.000849699
1607;0.000809541
1608;0.000841310
1609;0.000827141
1610;0.000827504
1611;0.000813595
1612;0.000825885
1613;0.000828488
1614;0.000798069
1615;0.000808327
1616;0.000797439
1617;0.000831239
1618;0.000839778
1619;0.000818527
1620;0.000817014
1621;0.000851491
1622;0.000835760
1623;0.000813987
1624;0.000840912
1625;0.000846847
1626;0.000841533
1627;0.000796375
1628;0.000839185
1629;0.000806007
1630;0.000833660
1631;0.000816940
1632;0.000821104
1633;0.000815789
1634;0.000816620
1635;0.000824327
1636;0.000806825
1637;0.000818229
1638;0.000803696
1639;0.000821506
1640;0.000803119
1641;0.000858637
1642;0.000823635
1643;0.000794675
1644;0.000791392
1645;0.000803473
1646;0.000826700
1647;0.000814562
1648;0.000810966
1649;0.000822214
1650;0.000810129
1651;0.000809762
1652;0.000826114
1653;0.000824706
1654;0.000823142
1655;0.000816577
1656;0.000831054
1657;0.000800948
1658;0.000803394
1659;0.000826464
1660;0.000817295
1661;0.000820002
